,Time,Flux
0,0.0,0.7095282077789307
1,1.0,0.7913594841957092
2,2.0,1.5421751737594604
3,3.0,0.9616543650627136
4,4.0,1.7386225461959839
5,5.0,1.739679217338562
6,6.0,1.613555669784546
7,7.0,2.4184741973876953
8,8.0,1.8748096227645874
9,9.0,1.8932260274887085
10,10.0,2.131728172302246
11,11.0,1.149126648902893
12,12.0,2.062713384628296
13,13.0,2.6583433151245117
14,14.0,0.3901382386684418
15,15.0,2.3553426265716553
16,16.0,1.9332836866378784
17,17.0,0.9417111277580261
18,18.0,0.7514667510986328
19,19.0,2.5543453693389893
20,20.0,1.0851081609725952
21,21.0,2.7131574153900146
22,22.0,3.805511236190796
23,23.0,1.3310151100158691
24,24.0,-0.8362236022949219
25,25.0,1.8997968435287476
26,26.0,1.737101435661316
27,27.0,0.9448418617248535
28,28.0,2.0833215713500977
29,29.0,3.881917953491211
30,30.0,0.6603129506111145
31,31.0,0.8165794610977173
32,32.0,0.22052519023418427
33,33.0,1.9302947521209717
34,34.0,2.731612205505371
35,35.0,1.1561564207077026
36,36.0,2.5742809772491455
37,37.0,1.8462138175964355
38,38.0,0.525575578212738
39,39.0,0.20237740874290466
40,40.0,0.9543279409408569
41,41.0,0.8805301785469055
42,42.0,0.9683762192726135
43,43.0,1.34366774559021
44,44.0,0.6742307543754578
45,45.0,1.4190727472305298
46,46.0,-0.5802556276321411
47,47.0,2.3493549823760986
48,48.0,1.7303247451782227
49,49.0,1.0384366512298584
50,50.0,1.996927261352539
51,51.0,0.4689464271068573
52,52.0,0.9770520329475403
53,53.0,-0.1366921216249466
54,54.0,1.8197822570800781
55,55.0,0.6699069142341614
56,56.0,-0.5956276655197144
57,57.0,1.5476239919662476
58,58.0,1.504783034324646
59,59.0,0.521744966506958
60,60.0,1.1576570272445679
61,61.0,1.7267355918884277
62,62.0,0.4167846739292145
63,63.0,1.6135478019714355
64,64.0,-0.14684723317623138
65,65.0,3.4075098037719727
66,66.0,-0.06260070204734802
67,67.0,2.1076157093048096
68,68.0,-1.6374332904815674
69,69.0,0.07856948673725128
70,70.0,1.8506518602371216
71,71.0,-0.49982550740242004
72,72.0,-1.8407686948776245
73,73.0,-0.8858258128166199
74,74.0,1.7863109111785889
75,75.0,0.572374701499939
76,76.0,1.7864726781845093
77,77.0,0.4199514389038086
78,78.0,0.033537350594997406
79,79.0,2.1305627822875977
80,80.0,-0.1681210994720459
81,81.0,0.3924381136894226
82,82.0,0.45114973187446594
83,83.0,1.2186857461929321
84,84.0,1.8649284839630127
85,85.0,1.8314452171325684
86,86.0,-0.5937008857727051
87,87.0,1.7010586261749268
88,88.0,1.2089816331863403
89,89.0,1.696723461151123
90,90.0,1.3978748321533203
91,91.0,-0.20470872521400452
92,92.0,0.07310890406370163
93,93.0,-0.3814831078052521
94,94.0,0.9400005340576172
95,95.0,0.9157565832138062
96,96.0,2.268795967102051
97,97.0,1.8255759477615356
98,98.0,1.9803746938705444
99,99.0,1.2774381637573242
100,100.0,0.6624316573143005
101,101.0,-0.657316267490387
102,102.0,0.9028630256652832
103,103.0,0.47173163294792175
104,104.0,-1.4078848361968994
105,105.0,1.0519647598266602
106,106.0,0.6606488227844238
107,107.0,1.782122015953064
108,108.0,2.9294164180755615
109,109.0,0.2174522876739502
110,110.0,0.8150690793991089
111,111.0,1.9441591501235962
112,112.0,0.9254714846611023
113,113.0,0.0419829785823822
114,114.0,1.3283259868621826
115,115.0,1.6965842247009277
116,116.0,-0.33302533626556396
117,117.0,-0.2790345847606659
118,118.0,2.1510889530181885
119,119.0,1.5730491876602173
120,120.0,0.9730091094970703
121,121.0,2.909217357635498
122,122.0,2.3720006942749023
123,123.0,-0.5279645323753357
124,124.0,1.6394200325012207
125,125.0,0.08213257789611816
126,126.0,0.7189167737960815
127,127.0,1.5938894748687744
128,128.0,1.1023629903793335
129,129.0,2.0867762565612793
130,130.0,1.724463701248169
131,131.0,-0.2850322127342224
132,132.0,-0.17266850173473358
133,133.0,-0.12859036028385162
134,134.0,0.23570585250854492
135,135.0,0.01157965324819088
136,136.0,0.4365816116333008
137,137.0,1.4295623302459717
138,138.0,0.14718826115131378
139,139.0,1.7681243419647217
140,140.0,-0.499837726354599
141,141.0,0.9109097719192505
142,142.0,0.7158311605453491
143,143.0,2.197742462158203
144,144.0,1.5925685167312622
145,145.0,0.7073142528533936
146,146.0,-0.7783625721931458
147,147.0,1.2481602430343628
148,148.0,-0.060601621866226196
149,149.0,1.015197992324829
150,150.0,0.4569198191165924
151,151.0,0.7820572257041931
152,152.0,0.43174487352371216
153,153.0,2.4339349269866943
154,154.0,1.4330755472183228
155,155.0,1.499553918838501
156,156.0,1.2990686893463135
157,157.0,1.248634696006775
158,158.0,-0.11447790265083313
159,159.0,-0.3255029022693634
160,160.0,1.054847002029419
161,161.0,0.6912579536437988
162,162.0,2.6271984577178955
163,163.0,1.2951613664627075
164,164.0,1.0713770389556885
165,165.0,0.5887356400489807
166,166.0,1.4982091188430786
167,167.0,-0.8216755390167236
168,168.0,0.3931582570075989
169,169.0,1.2109065055847168
170,170.0,0.6579722762107849
171,171.0,0.2725089192390442
172,172.0,0.9032081961631775
173,173.0,2.0080955028533936
174,174.0,1.8846863508224487
175,175.0,0.3190178871154785
176,176.0,2.35451078414917
177,177.0,-0.13130903244018555
178,178.0,3.125723123550415
179,179.0,1.5671586990356445
180,180.0,-2.2352676391601562
181,182.0,1.1074590682983398
182,183.0,-1.824680209159851
183,184.0,1.2648158073425293
184,185.0,-0.8653892278671265
185,186.0,-2.8685686588287354
186,187.0,-2.8823959827423096
187,188.0,-2.044344186782837
188,189.0,-1.8341138362884521
189,190.0,-0.6245025992393494
190,191.0,-2.152867078781128
191,192.0,0.6097671389579773
192,193.0,-3.540008783340454
193,194.0,-3.5960543155670166
194,195.0,-4.012651443481445
195,196.0,-3.2592451572418213
196,197.0,-2.0906906127929688
197,198.0,-1.8870866298675537
198,199.0,-2.4835205078125
199,200.0,-4.817441940307617
200,201.0,-2.830094814300537
201,202.0,-2.853148937225342
202,203.0,-3.301203727722168
203,204.0,-3.647242784500122
204,205.0,-3.423346757888794
205,206.0,-3.7062628269195557
206,207.0,-1.5346131324768066
207,208.0,-1.2514119148254395
208,209.0,-2.625075101852417
209,210.0,1.0688220262527466
210,218.0,-0.7636744379997253
211,219.0,0.04115314409136772
212,220.0,-0.2471696138381958
213,221.0,0.2660403847694397
214,222.0,-1.9579755067825317
215,225.0,-0.5072901248931885
216,229.0,2.2637507915496826
217,230.0,0.5074892640113831
218,231.0,0.3813197612762451
219,232.0,0.40284326672554016
220,233.0,0.5643501281738281
221,234.0,1.023142695426941
222,237.0,1.2022409439086914
223,238.0,1.0551278591156006
224,239.0,1.6664479970932007
225,240.0,1.3647773265838623
226,241.0,2.700223445892334
227,242.0,1.9911655187606812
228,243.0,0.4320375919342041
229,244.0,0.04825131967663765
230,245.0,0.5935684442520142
231,246.0,1.7858829498291016
232,247.0,1.8150228261947632
233,248.0,2.259385585784912
234,249.0,2.8975424766540527
235,250.0,0.7868301868438721
236,251.0,2.9658336639404297
237,252.0,-0.42109420895576477
238,253.0,2.2063581943511963
239,254.0,0.242097869515419
240,255.0,1.5446354150772095
241,256.0,1.4704276323318481
242,257.0,-0.4027455449104309
243,258.0,0.8157687187194824
244,261.0,2.0671350955963135
245,262.0,2.4385600090026855
246,263.0,0.4565437138080597
247,264.0,0.8692961931228638
248,266.0,0.4403302073478699
249,267.0,2.8465356826782227
250,268.0,2.2538976669311523
251,269.0,1.88825261592865
252,271.0,0.9924066066741943
253,273.0,2.8208136558532715
254,275.0,0.7646575570106506
255,277.0,2.045604705810547
256,280.0,2.5826594829559326
257,281.0,-0.6040032505989075
258,283.0,3.6481094360351562
259,296.0,0.44881734251976013
260,297.0,0.26497697830200195
261,298.0,1.407260775566101
262,299.0,1.0177854299545288
263,301.0,0.6644506454467773
264,303.0,1.6212422847747803
265,304.0,0.5803329944610596
266,305.0,-0.09599381685256958
267,306.0,0.8063222169876099
268,307.0,1.4121679067611694
269,308.0,3.434802293777466
270,309.0,1.5721614360809326
271,310.0,0.29794445633888245
272,311.0,-0.1704672873020172
273,312.0,2.236422538757324
274,313.0,3.8085720539093018
275,314.0,0.8377759456634521
276,315.0,-0.4962030351161957
277,316.0,0.5588396787643433
278,317.0,0.3913803994655609
279,318.0,0.8269019722938538
280,319.0,0.8045230507850647
281,320.0,2.0611917972564697
282,321.0,0.694850504398346
283,322.0,1.6007261276245117
284,323.0,-0.2964320778846741
285,324.0,1.9473751783370972
286,327.0,1.2450265884399414
287,328.0,0.8026729226112366
288,330.0,1.2580996751785278
289,332.0,1.6532132625579834
290,333.0,-0.34647336602211
291,334.0,0.43787625432014465
292,336.0,2.4437053203582764
293,337.0,1.3746228218078613
294,341.0,1.8251923322677612
295,342.0,1.604649305343628
296,344.0,1.6661750078201294
297,348.0,0.7606832385063171
298,349.0,2.0402238368988037
299,350.0,1.4618083238601685
300,355.0,2.414846181869507
301,356.0,2.44698429107666
302,358.0,1.054545521736145
303,359.0,0.9428126811981201
304,360.0,2.7813849449157715
305,361.0,2.0516650676727295
306,364.0,0.2142784595489502
307,369.0,1.7271755933761597
308,370.0,0.5715304613113403
309,371.0,0.054664816707372665
310,372.0,0.8880344033241272
311,373.0,0.007120118010789156
312,374.0,0.7083956003189087
313,375.0,0.45184969902038574
314,376.0,0.15247410535812378
315,377.0,1.672041416168213
316,378.0,3.201556444168091
317,379.0,3.2722535133361816
318,380.0,1.8359414339065552
319,381.0,0.6807214617729187
320,385.0,1.3409372568130493
321,387.0,1.714692234992981
322,389.0,0.45897459983825684
323,390.0,1.2742981910705566
324,391.0,1.4160507917404175
325,392.0,2.011929512023926
326,393.0,-0.27400702238082886
327,394.0,1.38608980178833
328,396.0,2.0890250205993652
329,399.0,1.0224312543869019
330,400.0,3.886199474334717
331,401.0,-1.4707775115966797
332,402.0,0.9847196936607361
333,403.0,1.8567217588424683
334,404.0,1.037318468093872
335,405.0,-0.3482315242290497
336,406.0,-1.1397351026535034
337,407.0,0.45738810300827026
338,408.0,1.3465944528579712
339,409.0,2.5243043899536133
340,410.0,1.517116904258728
341,411.0,2.784780740737915
342,412.0,0.5603777766227722
343,413.0,0.6145751476287842
344,414.0,1.4330974817276
345,415.0,1.6779760122299194
346,416.0,1.6549458503723145
347,417.0,-0.09941034018993378
348,418.0,-0.03237483650445938
349,419.0,0.47658970952033997
350,420.0,1.5167723894119263
351,421.0,1.0153717994689941
352,422.0,1.4867279529571533
353,423.0,0.7218455672264099
354,424.0,0.1636401116847992
355,425.0,1.7632886171340942
356,428.0,1.6922030448913574
357,429.0,0.4651186466217041
358,430.0,2.632993221282959
359,432.0,0.9914494156837463
360,433.0,1.3191802501678467
361,434.0,1.5701264142990112
362,435.0,0.04976573958992958
363,436.0,0.10199164599180222
364,437.0,1.2405747175216675
365,438.0,0.23231814801692963
366,439.0,1.408613920211792
367,440.0,-0.9254662394523621
368,441.0,-1.5612982511520386
369,442.0,-1.1593128442764282
370,443.0,-0.4088039696216583
371,444.0,0.08526507765054703
372,445.0,-0.9347072243690491
373,446.0,-2.38396954536438
374,447.0,-1.5006706714630127
375,448.0,-4.39262580871582
376,449.0,-2.712177276611328
377,450.0,-3.0284769535064697
378,451.0,-4.001603603363037
379,452.0,-3.409392833709717
380,453.0,-2.830202579498291
381,454.0,-2.968921422958374
382,455.0,-1.8777588605880737
383,456.0,-2.565048933029175
384,457.0,-4.924858093261719
385,458.0,-3.460127115249634
386,459.0,-3.479799270629883
387,460.0,-3.1097419261932373
388,461.0,-2.465223789215088
389,462.0,-3.2109105587005615
390,463.0,-5.547223091125488
391,464.0,-4.6851396560668945
392,465.0,-1.8094329833984375
393,466.0,-1.159157633781433
394,467.0,-0.3152354657649994
395,468.0,-0.9677808880805969
396,469.0,-0.287045419216156
